Area Name,Area ID,Year,Age Group,Male,Hispanic Total,Hispanic Male,Hispanic Female,Hispanic White Total,Hispanic White Male,Hispanic White Female,Hispanic Black Total,Hispanic Black Male,Hispanic Black Female,Hispanic AIAN Total,Hispanic AIAN Male,Hispanic AIAN Female,Hispanic Asian Total,Hispanic Asian Male,Hispanic Asian Female,Hispanic NHOPI Total,Hispanic NHOPI Male,Hispanic NHOPI Female,Hispanic Two or More Races Total,Hispanic Two or More Races Male,Hispanic Two or More Races Female,Non-Hispanic Total,Non-Hispanic Male,Non-Hispanic Female,Non-Hispanic White Total,Non-Hispanic White Male,Non-Hispanic White Female,Non-Hispanic Black Total,Non-Hispanic Black Male,Non-Hispanic Black Female,Non-Hispanic AIAN Total,Non-Hispanic AIAN Male,Non-Hispanic AIAN Female,Non-Hispanic Asian Total,Non-Hispanic Asian Male,Non-Hispanic Asian Female,Non-Hispanic NHOPI Total,Non-Hispanic NHOPI Male,Non-Hispanic NHOPI Female,Non-Hispanic Two or More Races Total,Non-Hispanic Two or More Races Male,Non-Hispanic Two or More Races Female
Skagit,53057,2013,30-34,"3,756","1,783",938,845,"1,590",831,759,35,20,14,84,47,37,11,8,3,8,4,5,56,28,28,"5,484","2,818","2,666","4,957","2,551","2,406",46,33,13,158,70,88,141,69,73,14,8,6,168,88,80
Skagit,53057,2013,35-39,"3,360","1,575",808,767,"1,392",713,679,21,9,11,90,41,48,10,4,6,7,3,4,55,37,18,"5,091","2,552","2,539","4,591","2,322","2,269",44,35,10,128,61,67,169,60,109,13,8,4,147,67,80
Skagit,53057,2013,40-44,"3,608","1,280",698,581,"1,145",623,523,14,5,9,63,42,22,17,8,9,8,5,3,32,17,16,"5,856","2,910","2,946","5,352","2,670","2,682",43,26,17,147,78,69,195,82,113,14,10,4,105,46,59
Skagit,53057,2013,45-49,"3,625",845,480,365,768,436,331,13,7,7,36,23,14,5,1,4,3,3,0,21,11,10,"6,344","3,145","3,199","5,894","2,941","2,953",45,33,12,131,65,66,151,49,102,8,5,3,115,52,63
Skagit,53057,2013,50-54,"4,112",723,380,343,644,344,300,3,2,1,24,10,14,13,8,5,2,0,2,36,15,22,"7,604","3,733","3,871","7,114","3,502","3,612",47,32,15,146,75,71,176,71,106,10,4,6,109,48,61
Skagit,53057,2013,55-59,"4,200",555,287,268,495,252,243,11,7,3,26,16,10,4,1,3,2,2,0,17,8,9,"8,083","3,913","4,170","7,660","3,715","3,945",20,16,4,140,62,77,147,60,87,11,7,4,106,54,52
Skagit,53057,2013,60-64,"3,902",406,206,200,366,183,183,3,1,2,19,11,8,2,1,1,1,1,0,14,9,5,"7,679","3,695","3,984","7,358","3,557","3,801",28,16,11,74,28,46,124,45,79,7,4,3,89,46,43
Skagit,53057,2013,65-69,"3,356",277,125,151,250,112,138,4,3,1,18,10,8,4,1,3,0,0,0,1,0,1,"6,715","3,230","3,484","6,462","3,134","3,328",12,5,7,82,27,55,88,34,54,3,3,0,69,28,41
Skagit,53057,2013,70-74,"2,389",161,85,75,148,77,71,0,0,0,4,3,1,1,1,0,1,1,0,6,3,3,"4,778","2,304","2,474","4,624","2,230","2,395",5,2,3,46,26,20,53,21,32,0,0,0,50,25,25
Skagit,53057,2013,75-79,"1,653",104,48,56,98,45,53,0,0,0,3,1,1,1,0,1,0,0,0,3,1,1,"3,390","1,605","1,785","3,282","1,559","1,723",2,1,1,31,16,15,39,14,25,3,2,1,32,12,19
Skagit,53057,2013,80-84,"1,192",59,28,31,55,25,30,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,"2,593","1,164","1,429","2,535","1,139","1,396",1,1,0,14,8,6,19,8,10,2,1,1,22,7,15
Skagit,53057,2013,85+,"1,068",52,19,33,49,19,30,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,"2,765","1,048","1,717","2,705","1,029","1,676",3,2,1,16,6,10,22,5,17,0,0,0,18,7,12
Skagit,53057,2013,Total,"58,809","21,327","10,911","10,416","18,726","9,578","9,148",333,180,153,"1,161",586,575,181,95,86,105,51,54,821,420,401,"97,273","47,898","49,375","89,568","44,162","45,406",666,413,253,"2,059",983,"1,076","2,122",920,"1,202",191,110,81,"2,667","1,309","1,358"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skamania,53059,2013,0-4,275,62,38,24,52,32,20,0,0,0,2,1,1,0,0,0,0,0,0,8,6,2,487,237,250,443,211,232,4,4,0,5,2,3,4,3,1,0,0,0,32,18,14
Skamania,53059,2013,5-9,335,87,51,36,72,46,26,1,1,0,11,3,7,0,0,0,0,0,0,3,0,3,570,284,287,535,263,271,5,4,1,2,0,2,3,2,1,0,0,0,25,14,11
Skamania,53059,2013,10-14,355,68,36,32,60,36,23,0,0,0,6,0,6,0,0,0,0,0,0,2,0,2,644,318,326,580,293,287,10,5,5,16,6,10,4,1,3,1,0,1,34,14,20
Skamania,53059,2013,15-19,356,56,34,22,50,29,21,0,0,0,2,1,1,0,0,0,0,0,0,4,4,1,623,322,301,548,288,259,5,2,3,12,8,5,7,3,4,2,2,1,49,20,29
Skamania,53059,2013,20-24,277,31,11,19,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,525,266,259,480,246,234,3,1,1,9,4,5,10,6,4,1,1,0,21,7,15
Skamania,53059,2013,25-29,241,37,19,18,32,18,13,0,0,0,3,0,3,0,0,0,0,0,0,2,1,1,433,221,212,408,207,202,2,0,2,5,4,2,4,3,1,0,0,0,14,8,6
Skamania,53059,2013,30-34,315,44,30,14,35,22,13,0,0,0,6,4,1,0,0,0,0,0,0,3,3,0,582,286,296,548,271,278,3,1,2,8,4,5,5,1,4,0,0,0,17,10,7
Skamania,53059,2013,35-39,314,46,24,23,41,21,20,0,0,0,5,3,1,0,0,0,0,0,0,1,0,1,595,290,305,566,281,285,1,0,1,9,3,6,6,3,3,0,0,0,14,3,10
Skamania,53059,2013,40-44,360,41,23,18,37,20,16,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,690,337,353,652,320,332,2,2,0,14,11,3,7,1,5,1,0,1,15,3,11
Skamania,53059,2013,45-49,406,15,7,8,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,398,395,760,385,375,4,2,2,10,6,4,5,0,5,2,0,2,13,6,8
Skamania,53059,2013,50-54,477,22,4,18,18,3,15,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,951,473,478,901,454,447,4,1,3,15,6,9,15,3,12,1,0,1,14,8,6
Skamania,53059,2013,55-59,549,30,17,13,29,17,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1,032",532,500,987,508,480,1,1,0,10,6,4,10,3,7,2,0,2,22,14,8
Skamania,53059,2013,60-64,476,29,13,17,25,13,13,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,896,463,433,852,444,409,1,1,0,11,4,7,6,0,6,1,0,1,25,14,11
Skamania,53059,2013,65-69,370,13,8,5,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,362,353,689,351,338,1,1,0,2,1,1,11,4,8,0,0,0,11,4,7
Skamania,53059,2013,70-74,240,9,3,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,451,237,213,432,229,204,0,0,0,10,1,8,3,3,0,0,0,0,6,5,2
Skamania,53059,2013,75-79,156,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,155,149,297,152,145,0,0,0,5,2,3,1,0,1,0,0,0,1,1,0
Skamania,53059,2013,80-84,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,110,113,219,108,112,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0
Skamania,53059,2013,85+,86,5,2,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,84,102,184,84,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Skamania,53059,2013,Total,"5,697",598,321,277,519,287,232,2,1,1,43,16,27,0,0,0,0,0,0,34,17,17,"10,702","5,376","5,326","10,081","5,094","4,987",46,26,20,144,68,76,104,38,66,12,3,9,315,148,167
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snohomish,53061,2013,0-4,"23,348","8,496","4,290","4,207","6,862","3,486","3,376",231,115,116,330,153,177,164,87,77,55,27,29,855,423,432,"37,241","19,058","18,184","26,456","13,556","12,900","1,420",696,724,560,285,275,"3,995","2,057","1,938",243,125,118,"4,567","2,338","2,229"
Snohomish,53061,2013,5-9,"24,457","8,073","4,084","3,989","6,662","3,394","3,268",220,101,119,316,156,160,139,64,75,41,21,20,694,347,346,"39,628","20,374","19,254","28,990","14,954","14,036","1,352",704,649,601,289,312,"4,283","2,169","2,114",268,132,135,"4,135","2,126","2,008"
Snohomish,53061,2013,10-14,"24,524","6,688","3,510","3,177","5,515","2,880","2,635",170,90,80,279,132,147,122,66,56,27,18,9,575,325,250,"41,411","21,014","20,397","31,427","15,957","15,470","1,293",652,640,641,342,300,"4,115","2,103","2,013",244,126,118,"3,690","1,834","1,857"
Snohomish,53061,2013,15-19,"23,594","5,387","2,743","2,644","4,508","2,319","2,189",130,64,65,237,119,118,113,58,55,19,13,6,380,170,211,"40,456","20,851","19,605","31,184","16,151","15,033","1,205",628,577,684,331,353,"4,132","2,117","2,015",273,141,132,"2,978","1,483","1,495"
Snohomish,53061,2013,20-24,"24,587","6,147","3,483","2,664","5,151","2,944","2,208",203,111,92,268,147,122,109,62,48,43,28,15,371,192,179,"40,941","21,104","19,837","31,882","16,386","15,496","1,506",884,621,678,332,345,"4,326","2,188","2,138",317,185,132,"2,233","1,129","1,104"
Snohomish,53061,2013,25-29,"25,309","6,776","3,745","3,031","5,809","3,246","2,563",167,91,77,257,126,130,120,62,58,42,21,21,380,199,181,"42,027","21,564","20,463","32,943","17,079","15,864","1,488",892,597,617,329,289,"4,806","2,188","2,618",254,132,122,"1,919",945,974
Snohomish,53061,2013,30-34,"26,896","7,176","3,934","3,242","6,186","3,425","2,761",189,89,100,279,165,114,128,63,65,39,21,17,356,172,184,"45,058","22,962","22,096","34,745","17,837","16,908","1,767","1,046",721,619,318,301,"5,714","2,616","3,098",337,188,148,"1,877",957,920
Snohomish,53061,2013,35-39,"24,966","5,733","3,144","2,589","4,978","2,724","2,253",127,77,50,226,122,104,117,65,52,24,13,11,262,143,119,"43,269","21,822","21,447","33,309","16,960","16,349","1,622",983,639,555,255,300,"6,082","2,772","3,310",275,144,131,"1,426",708,718
Snohomish,53061,2013,40-44,"27,670","4,536","2,476","2,061","3,946","2,158","1,788",104,56,48,163,100,63,110,49,61,23,14,9,191,98,92,"49,575","25,194","24,381","39,805","20,325","19,480","1,681","1,067",613,680,349,331,"5,754","2,615","3,139",274,151,123,"1,381",686,695
Snohomish,53061,2013,45-49,"27,531","3,164","1,689","1,475","2,761","1,485","1,276",59,34,25,112,58,54,77,36,41,17,7,10,138,69,69,"51,064","25,842","25,222","42,624","21,729","20,895","1,437",938,499,650,299,351,"5,019","2,226","2,792",205,104,102,"1,129",546,582
Snohomish,53061,2013,50-54,"28,977","2,579","1,333","1,246","2,200","1,143","1,057",59,31,28,94,49,45,72,44,28,11,8,3,144,59,85,"55,079","27,645","27,434","47,151","23,777","23,374","1,244",787,457,624,304,321,"4,742","2,114","2,628",202,108,94,"1,116",555,561
Snohomish,53061,2013,55-59,"26,350","1,839",916,924,"1,592",794,798,41,26,15,76,38,38,49,25,24,5,1,4,77,32,44,"51,130","25,434","25,696","44,278","22,173","22,105",960,575,385,587,280,307,"4,326","1,925","2,401",139,71,68,840,410,430
Snohomish,53061,2013,60-64,"20,597","1,258",578,680,"1,089",505,585,22,11,11,56,25,31,31,9,22,7,3,5,52,27,26,"41,018","20,019","21,000","35,971","17,670","18,301",589,347,242,395,173,221,"3,356","1,456","1,900",88,43,45,619,328,291
Snohomish,53061,2013,65-69,"14,635",870,430,440,787,385,402,12,4,8,30,19,11,13,8,5,4,3,1,24,12,13,"29,826","14,204","15,622","26,223","12,532","13,691",337,191,146,311,152,159,"2,484","1,106","1,377",81,42,39,391,182,209
Snohomish,53061,2013,70-74,"9,074",442,207,235,387,179,207,8,5,3,14,8,6,13,6,6,3,0,3,19,9,10,"19,217","8,867","10,351","16,886","7,803","9,083",205,109,97,179,72,107,"1,671",743,928,32,15,16,244,124,120
Snohomish,53061,2013,75-79,"5,945",290,117,172,249,102,148,2,0,2,8,2,6,7,1,6,2,1,1,21,11,10,"13,219","5,828","7,391","11,801","5,243","6,558",115,45,70,107,53,54,"1,027",414,613,21,7,14,148,66,82
Snohomish,53061,2013,80-84,"4,099",167,77,90,153,68,85,1,0,1,6,5,1,1,1,0,0,0,0,5,3,3,"9,824","4,021","5,802","9,059","3,744","5,315",53,28,26,55,30,24,559,190,369,12,3,8,85,26,60
Snohomish,53061,2013,85+,"3,718",133,57,77,119,53,66,1,0,1,6,0,6,1,0,1,0,0,0,7,4,3,"10,761","3,662","7,099","10,153","3,460","6,692",63,11,52,46,14,31,412,136,276,6,3,4,81,37,45
Snohomish,53061,2013,Total,"366,277","69,755","36,813","32,942","58,954","31,289","27,665","1,746",904,842,"2,757","1,424","1,333","1,386",705,681,361,197,164,"4,551","2,294","2,257","660,745","329,464","331,281","534,888","267,337","267,551","18,337","10,583","7,754","8,589","4,207","4,382","66,804","31,137","35,667","3,268","1,721","1,547","28,859","14,479","14,380"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane,53063,2013,0-4,"15,244","2,764","1,439","1,326","2,038","1,058",980,84,47,37,163,90,74,33,13,20,26,13,12,420,217,203,"27,013","13,805","13,208","22,656","11,580","11,076",552,283,268,514,258,256,515,260,255,216,93,123,"2,561","1,331","1,229"
Spokane,53063,2013,5-9,"15,735","2,516","1,311","1,205","1,891",999,892,62,34,28,156,76,80,42,20,23,14,4,9,351,178,173,"27,938","14,424","13,514","23,725","12,349","11,376",609,322,287,480,253,227,654,265,389,202,105,97,"2,268","1,130","1,138"
Spokane,53063,2013,10-14,"15,619","2,221","1,154","1,067","1,662",868,794,44,28,16,138,65,72,40,21,18,17,4,12,322,167,155,"28,097","14,465","13,632","24,155","12,427","11,728",581,302,279,513,275,238,607,289,318,213,102,111,"2,028","1,071",957
Spokane,53063,2013,15-19,"17,553","2,482","1,222","1,260","1,968",983,985,54,27,27,156,72,83,39,17,21,15,7,8,251,115,136,"32,590","16,331","16,259","28,359","14,232","14,127",773,409,365,562,278,284,807,383,424,170,82,88,"1,919",947,972
Spokane,53063,2013,20-24,"19,023","2,574","1,318","1,257","2,077","1,072","1,005",84,42,42,164,84,80,38,20,18,17,7,10,195,92,102,"35,595","17,705","17,890","31,171","15,385","15,786",972,606,365,661,317,345,"1,036",520,515,209,121,88,"1,546",755,791
Spokane,53063,2013,25-29,"17,019","2,070","1,109",962,"1,689",909,780,52,30,22,117,59,58,28,14,15,19,4,15,165,94,71,"31,347","15,910","15,437","27,939","14,175","13,764",650,434,216,530,266,264,864,402,462,233,117,116,"1,132",517,615
Spokane,53063,2013,30-34,"15,793","1,868",982,886,"1,511",783,728,48,30,17,114,56,58,26,19,8,19,12,7,150,82,68,"28,718","14,811","13,907","25,608","13,161","12,447",634,444,190,522,264,258,779,341,438,168,91,77,"1,006",509,498
Spokane,53063,2013,35-39,"13,985","1,404",732,672,"1,181",611,570,22,12,10,84,48,36,34,20,14,8,4,4,75,38,37,"25,980","13,253","12,727","23,319","11,842","11,477",533,378,155,469,229,241,789,369,420,124,70,54,746,365,381
Spokane,53063,2013,40-44,"15,054","1,153",610,543,960,523,437,33,15,18,70,33,37,18,7,11,10,4,6,61,28,33,"28,513","14,445","14,068","26,039","13,192","12,846",512,342,170,441,214,226,755,325,430,124,65,59,642,306,337
Spokane,53063,2013,45-49,"15,216",965,511,454,811,432,379,14,10,4,58,32,26,20,11,9,6,3,3,57,23,33,"29,562","14,704","14,858","27,376","13,604","13,772",502,328,174,435,192,243,625,256,368,86,52,34,539,273,266
Spokane,53063,2013,50-54,"16,708",934,481,452,782,411,371,22,12,10,61,29,32,12,6,6,4,1,3,52,21,30,"32,981","16,226","16,755","30,764","15,138","15,627",533,346,187,415,178,238,616,239,377,84,42,42,570,284,285
Spokane,53063,2013,55-59,"16,369",693,328,366,589,283,307,13,7,7,42,22,20,14,7,7,6,0,6,30,10,20,"32,878","16,041","16,836","30,921","15,101","15,820",437,289,148,350,159,191,632,228,404,68,34,34,470,230,240
Spokane,53063,2013,60-64,"14,247",571,265,306,513,238,275,6,3,2,18,9,8,8,4,4,1,1,0,25,9,16,"28,808","13,982","14,826","27,262","13,266","13,996",304,214,90,297,148,149,584,211,373,44,20,24,317,123,194
Spokane,53063,2013,65-69,"10,982",347,169,178,301,151,150,3,1,1,17,9,8,6,1,5,3,1,1,17,5,12,"22,563","10,813","11,751","21,521","10,292","11,229",174,113,62,184,83,100,380,171,209,40,13,26,265,141,125
Spokane,53063,2013,70-74,"7,337",252,113,139,226,99,127,5,4,1,11,7,4,1,0,1,1,0,1,8,3,5,"15,265","7,223","8,041","14,568","6,914","7,653",119,66,53,129,47,82,271,117,154,26,13,13,151,66,85
Spokane,53063,2013,75-79,"4,980",150,76,74,138,67,70,2,1,1,6,5,1,1,1,0,1,1,0,3,1,1,"10,965","4,903","6,062","10,507","4,710","5,797",92,56,35,61,34,27,193,60,134,16,4,11,97,39,58
Spokane,53063,2013,80-84,"3,523",104,48,56,95,41,53,0,0,0,3,1,2,3,2,1,0,0,0,3,3,0,"8,476","3,475","5,001","8,214","3,371","4,843",38,19,19,44,22,22,118,34,84,10,5,5,53,24,29
Spokane,53063,2013,85+,"3,267",78,29,49,74,27,46,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,"9,563","3,238","6,325","9,290","3,126","6,164",53,23,30,29,10,19,126,51,75,2,0,2,63,28,35
Spokane,53063,2013,Total,"237,651","23,148","11,896","11,252","18,505","9,555","8,950",550,304,246,"1,380",700,680,363,182,181,165,68,97,"2,185","1,087","1,098","456,852","225,755","231,097","413,395","203,866","209,529","8,066","4,974","3,092","6,636","3,226","3,410","10,350","4,522","5,828","2,033","1,028","1,005","16,372","8,140","8,232"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stevens,53065,2013,0-4,"1,150",137,71,66,86,45,42,1,1,0,23,11,12,0,0,0,2,1,1,25,14,12,"2,066","1,078",988,"1,707",887,820,10,3,7,202,115,88,12,4,8,1,0,1,134,70,64
Stevens,53065,2013,5-9,"1,324",139,74,65,103,55,48,0,0,0,19,8,11,1,0,1,3,1,2,13,9,3,"2,417","1,250","1,167","2,022","1,047",975,11,5,6,199,112,87,18,6,12,9,4,5,160,77,83
Stevens,53065,2013,10-14,"1,528",152,73,79,119,61,58,0,0,0,25,9,16,1,0,1,1,1,0,6,2,4,"2,831","1,455","1,376","2,457","1,258","1,199",20,12,8,157,83,74,9,4,6,11,5,6,177,94,83
Stevens,53065,2013,15-19,"1,587",160,84,76,128,67,62,0,0,0,19,12,7,0,0,0,1,0,1,11,5,6,"2,916","1,503","1,413","2,547","1,310","1,238",18,10,8,179,98,80,10,7,3,4,3,1,158,74,83
Stevens,53065,2013,20-24,"1,233",101,44,57,67,27,40,0,0,0,19,9,10,0,0,0,2,2,0,13,6,7,"2,243","1,189","1,054","1,860",991,869,18,11,7,245,130,115,16,4,12,5,3,2,99,49,49
Stevens,53065,2013,25-29,912,61,27,34,40,19,20,0,0,0,12,7,5,0,0,0,0,0,0,9,1,8,"1,730",885,846,"1,494",770,724,6,2,4,141,69,72,21,6,16,2,2,0,66,36,30
Stevens,53065,2013,30-34,908,78,35,43,58,29,29,0,0,0,12,2,10,0,0,0,1,0,1,7,4,3,"1,831",873,958,"1,622",765,858,4,3,1,131,74,57,15,5,10,0,0,0,59,27,33
Stevens,53065,2013,35-39,"1,003",52,21,31,39,14,25,0,0,0,7,4,4,2,0,2,1,1,0,3,2,1,"1,977",982,995,"1,777",888,890,4,2,2,119,57,62,19,6,12,4,0,4,55,30,26
Stevens,53065,2013,40-44,"1,216",65,29,37,54,22,32,0,0,0,7,5,2,1,1,0,2,1,1,1,0,1,"2,435","1,187","1,248","2,206","1,072","1,133",9,2,7,124,63,61,19,3,16,11,5,6,66,41,25
Stevens,53065,2013,45-49,"1,324",65,23,41,57,21,36,0,0,0,7,2,5,0,0,0,0,0,0,1,0,1,"2,674","1,301","1,373","2,438","1,191","1,247",9,3,6,130,64,66,19,4,14,2,0,2,76,39,37
Stevens,53065,2013,50-54,"1,686",70,32,38,55,27,29,0,0,0,8,4,4,1,1,0,2,1,1,4,0,4,"3,437","1,654","1,783","3,169","1,533","1,637",21,15,7,159,76,83,14,4,10,4,2,2,69,25,44
Stevens,53065,2013,55-59,"1,879",61,26,35,55,23,32,0,0,0,5,2,3,0,0,0,1,1,0,0,0,0,"3,796","1,853","1,943","3,530","1,729","1,800",13,7,7,153,76,77,21,2,19,6,2,3,73,36,37
Stevens,53065,2013,60-64,"1,847",55,28,26,38,21,17,0,0,0,6,4,2,1,0,1,0,0,0,10,4,6,"3,605","1,819","1,787","3,391","1,706","1,684",4,2,2,114,61,53,20,7,12,2,1,1,74,41,34
Stevens,53065,2013,65-69,"1,603",37,17,20,32,14,18,0,0,0,4,1,3,0,0,0,0,0,0,1,1,0,"3,105","1,587","1,518","2,925","1,493","1,432",4,2,1,111,56,55,14,6,9,1,1,0,49,28,21
Stevens,53065,2013,70-74,"1,175",26,15,11,20,12,8,0,0,0,3,1,1,0,0,0,0,0,0,3,1,1,"2,228","1,161","1,068","2,122","1,112","1,010",2,2,0,59,31,28,10,3,7,2,1,1,33,13,21
Stevens,53065,2013,75-79,757,14,8,5,8,3,5,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,"1,470",748,722,"1,380",710,670,1,0,1,49,21,28,13,4,9,0,0,0,28,14,14
Stevens,53065,2013,80-84,442,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,437,490,889,425,465,0,0,0,28,10,18,4,1,2,0,0,0,6,1,5
Stevens,53065,2013,85+,333,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,330,492,798,321,477,0,0,0,15,5,10,2,0,2,1,0,1,7,4,2
Stevens,53065,2013,Total,"21,906","1,288",616,672,975,468,507,1,1,0,180,85,95,7,2,5,16,9,7,109,51,58,"42,512","21,290","21,222","38,334","19,206","19,128",155,81,74,"2,314","1,200","1,114",255,76,179,64,30,34,"1,390",698,692
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Thurston,53067,2013,0-4,"7,868","2,325","1,247","1,078","1,684",911,773,63,31,31,94,52,42,66,41,25,27,12,14,391,199,192,"12,935","6,621","6,314","9,726","4,960","4,766",396,211,185,219,119,101,624,304,320,128,71,57,"1,842",956,886
Thurston,53067,2013,5-9,"8,207","2,113","1,111","1,002","1,587",859,728,68,31,37,92,37,56,55,32,23,17,11,6,294,141,152,"13,753","7,095","6,658","10,491","5,471","5,019",458,212,246,196,105,91,858,430,428,161,90,72,"1,589",787,802
Thurston,53067,2013,10-14,"8,558","1,985","1,023",961,"1,507",780,727,67,39,28,94,47,48,48,27,21,26,12,14,241,118,123,"14,540","7,534","7,005","11,180","5,860","5,320",555,282,274,222,120,102,862,392,471,186,101,85,"1,533",779,754
Thurston,53067,2013,15-19,"8,750","1,854",967,887,"1,379",731,648,74,36,38,110,54,56,47,27,20,22,12,10,222,107,114,"15,017","7,783","7,233","11,734","6,092","5,641",619,329,291,195,94,102,943,490,453,187,92,95,"1,338",686,652
Thurston,53067,2013,20-24,"8,552","1,775",875,900,"1,435",701,734,49,23,26,93,51,42,31,13,18,15,6,9,152,82,70,"15,487","7,677","7,810","12,656","6,287","6,369",499,276,223,257,121,136,885,419,465,176,92,84,"1,014",482,533
Thurston,53067,2013,25-29,"8,294","1,653",849,803,"1,315",681,634,41,14,27,80,41,38,42,28,14,15,11,4,160,73,86,"15,160","7,444","7,716","12,588","6,241","6,348",493,293,199,208,110,98,813,337,476,167,77,90,891,387,504
Thurston,53067,2013,30-34,"8,799","1,691",840,851,"1,380",687,693,50,24,26,83,41,42,41,16,25,20,10,10,117,61,56,"16,109","7,959","8,150","13,312","6,600","6,712",553,334,219,266,135,130,979,407,572,186,102,84,813,380,433
Thurston,53067,2013,35-39,"7,959","1,361",677,684,"1,086",549,537,50,27,22,64,27,37,41,24,18,21,11,10,99,40,59,"14,882","7,282","7,600","12,281","6,054","6,227",530,312,218,239,122,117,"1,103",444,660,154,83,71,574,267,308
Thurston,53067,2013,40-44,"8,612","1,254",640,613,"1,046",534,512,43,22,22,62,31,30,19,10,9,6,4,2,77,39,38,"16,114","7,972","8,142","13,557","6,741","6,816",581,353,228,222,103,119,"1,094",480,614,134,67,66,527,228,299
Thurston,53067,2013,45-49,"8,347",960,485,475,803,414,389,24,9,15,56,22,34,15,7,8,4,3,1,58,31,28,"16,073","7,862","8,211","13,832","6,809","7,023",503,288,215,182,98,84,975,398,576,142,71,71,438,196,241
Thurston,53067,2013,50-54,"9,021",847,427,420,709,362,347,20,8,12,42,22,20,30,16,14,4,2,2,42,17,25,"17,934","8,594","9,341","15,569","7,497","8,072",538,340,198,224,106,117,"1,091",401,690,106,61,45,407,189,218
Thurston,53067,2013,55-59,"8,909",619,296,323,531,255,276,10,4,5,22,12,9,16,5,11,2,2,0,39,18,21,"18,397","8,612","9,784","16,275","7,636","8,639",410,249,161,214,103,111,"1,043",409,634,113,51,62,341,165,176
Thurston,53067,2013,60-64,"8,046",496,228,269,418,196,222,15,4,10,29,17,12,7,2,5,6,2,3,23,7,16,"16,769","7,818","8,951","15,181","7,146","8,035",277,170,107,154,71,83,802,266,536,82,42,39,274,124,150
Thurston,53067,2013,65-69,"6,402",318,154,164,267,127,140,9,5,4,17,11,7,5,3,3,1,0,1,18,9,10,"13,344","6,248","7,096","12,124","5,676","6,449",195,124,71,126,69,57,659,261,399,47,24,23,192,94,98
Thurston,53067,2013,70-74,"4,157",227,116,111,205,107,98,4,1,3,6,3,3,5,1,4,0,0,0,8,3,5,"8,654","4,041","4,612","7,907","3,698","4,209",97,65,32,92,53,38,446,174,272,25,10,15,87,41,46
Thurston,53067,2013,75-79,"2,781",98,57,41,92,56,36,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,"5,964","2,724","3,240","5,506","2,552","2,954",59,34,25,31,12,19,279,92,186,14,4,11,74,30,44
Thurston,53067,2013,80-84,"1,934",72,39,33,66,35,31,0,0,0,3,2,1,0,0,0,0,0,0,3,1,1,"4,408","1,895","2,513","4,147","1,796","2,351",31,19,11,17,6,12,163,52,110,6,4,2,45,18,27
Thurston,53067,2013,85+,"1,694",45,18,27,39,18,21,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,"4,871","1,676","3,195","4,705","1,622","3,083",26,8,18,18,6,13,95,27,68,6,4,2,21,10,11
